,Date,Adj Close,Close,High,Low,Open,Volume,Positive Sentiment,Negative Sentiment,Neutral Sentiment
25,2013-07-09,-2.0228013504787943,-2.0228013504787943,-2.0360704775427925,-2.003574583193096,-2.0045871680474807,0.35726636167351083,0.2721591144800186,0.0311799901537597,0.6966608753427863
26,2013-07-10,-2.041538566883097,-2.041538566883097,-2.0685623530701687,-2.0216108240456525,-2.0276319189200405,-0.3248286587080091,0.7443605661392212,0.0709144473075866,0.1847249567508697
27,2013-07-11,-1.9885027132107354,-1.9885027132107354,-2.023984064793837,-1.9964886785479323,-2.0007728628868278,0.10295702685691924,0.4530496895313263,0.017453072592616,0.5294972062110901
28,2013-07-12,-1.9203817739330769,-1.9203817739330769,-1.9635520010490606,-1.9617041871178966,-1.9909189191380634,0.9797416621395576,0.1832395941019058,0.0211034025996923,0.7956569194793701
29,2013-07-15,-1.9623022296381203,-1.9623022296381203,-1.9114394364173974,-1.9245040516126573,-1.8712435885074208,0.6568639713516086,0.2252054661512375,0.0111849037930369,0.7636095881462097
30,2013-07-16,-2.2514587429735093,-2.2514587429735093,-2.0203738813509977,-2.238852810310805,-1.978522256851018,5.755655979894141,0.0212029662604133,0.6543776343266169,0.3244193916519483
31,2013-07-17,-2.0736138519767144,-2.0736138519767144,-2.0941479957233438,-2.283943642810695,-2.292570845328476,4.315039136268028,0.8927107453346252,0.0758747458457946,0.0314145907759666
32,2013-07-18,-2.0929865227851856,-2.0929865227851856,-2.0767246729066313,-2.0958499522914353,-2.062914866877466,0.9920290025107085,0.0320777483284473,0.3503723768517375,0.6175498962402344
33,2013-07-19,-2.0826650169153003,-2.0826650169153003,-2.110943275058925,-2.0905356965839363,-2.1021709262275716,-0.2589176388243127,0.0,0.0,0.0
34,2013-07-22,-2.038997885020497,-2.038997885020497,-2.014723286355411,-2.036265370524573,-2.0800793537770197,0.6285644776317306,0.0,0.0,0.0
35,2013-07-23,-2.034075299714784,-2.034075299714784,-2.0323031148233026,-2.005023831417119,-2.0147584969070675,0.1603736561698016,0.0,0.0,0.0
36,2013-07-24,-2.050589618246275,-2.050589618246275,-2.0489416639658815,-2.041418598651625,-2.007288806494404,-0.03663261070517525,0.0,0.0,0.0
37,2013-07-25,-2.0129564070181836,-2.0129564070181836,-2.0450175710533887,-2.0312731699779683,-2.0719739837297864,-0.39655402080060503,0.0,0.0,0.0
38,2013-07-26,-1.928479927628521,-1.928479927628521,-1.9519366770464093,-1.9278858611705427,-1.9489608803111873,0.5911573619361937,0.054201278835535,0.0841953977942466,0.861603319644928
39,2013-07-29,-1.845432908315867,-1.845432908315867,-1.8783195174088905,-1.9014754950292465,-1.930207194325208,0.601559583544303,0.7510351538658142,0.0110557842999696,0.2379091531038284
40,2013-07-30,-1.8911642732394025,-1.8911642732394025,-1.8450426436655567,-1.902602918460874,-1.8431127184986047,1.3847015120797048,0.0,0.0,0.0
41,2013-07-31,-1.8508318288800394,-1.8508318288800394,-1.8845981558856082,-1.84994298339023,-1.8785543590114415,-0.15412320541860103,0.0,0.0,0.0
42,2013-08-01,-1.8306653795495431,-1.8306653795495431,-1.8602686001946946,-1.8309403466864926,-1.839934092972522,-0.38762809701897416,0.0,0.0,0.0
43,2013-08-02,-1.791761940965559,-1.791761940965559,-1.833113185651428,-1.815158491960194,-1.84645026393333,-0.17270184575797512,0.0,0.0,0.0
44,2013-08-05,-1.685690233620836,-1.685690233620836,-1.7288878318462781,-1.7178906919467516,-1.7603095349118134,0.7200722305991368,0.0,0.0,0.0
45,2013-08-06,-1.7258638995607125,-1.7258638995607125,-1.7157027359535353,-1.6945400802024468,-1.6849760417376858,0.5051686916123913,0.0698072835803031,0.429647646844387,0.5005450695753098
46,2013-08-07,-1.8516257209774722,-1.8516257209774722,-1.7750358920127005,-1.8352883217270604,-1.7304303185546979,2.539666082419378,0.2900270146450826,0.2112949104713542,0.4986780921795538
47,2013-08-08,-1.545955002686,-1.545955002686,-1.5092922153541581,-1.5438072072161253,-1.5324017891324873,4.591629212127316,0.5751807615160942,0.0192441889084875,0.4055750900879502
48,2013-08-09,-1.5535770482737992,-1.5535770482737992,-1.5552833207857546,-1.5310853372553161,-1.5633934448501008,0.4309449793519089,0.0,0.0,0.0
49,2013-08-12,-1.642817107398873,-1.642817107398873,-1.640829938437402,-1.679241308217489,-1.6105960680154128,1.7901610320534294,0.0,0.0,0.0
50,2013-08-13,-1.6737811707068997,-1.6737811707068997,-1.6511896245614393,-1.6405919244882268,-1.6094834013016837,0.3903354329866266,0.0,0.0,0.0
51,2013-08-14,-1.7701664858596837,-1.7701664858596837,-1.7296726055204115,-1.7436571781347583,-1.7172390567244395,1.059189197478348,0.0,0.0,0.0
52,2013-08-15,-1.7652441277047852,-1.7652441277047852,-1.7491365644316952,-1.7927740456985712,-1.817206954564016,0.7151890916346314,0.0,0.0,0.0
53,2013-08-16,-1.7282458030038257,-1.7282458030038257,-1.7442705185684186,-1.6966336691167563,-1.7345624635326364,0.017672437034975733,0.0,0.0,0.0
54,2013-08-19,-1.6821968812413168,-1.6821968812413168,-1.6898034083725304,-1.666680235468629,-1.705954833797892,0.228805738495638,0.1826891005039215,0.0104615893214941,0.8068493008613586
55,2013-08-20,-1.607883129302053,-1.607883129302053,-1.6521313529703998,-1.5995268966837608,-1.6229927303024583,-0.1390195430400145,0.7042604573071003,0.0138881006278097,0.2818514592945575
56,2013-08-21,-1.635195061811074,-1.635195061811074,-1.6438120783991106,-1.61160488669128,-1.6015369511630926,-0.17351948763110162,0.0,0.0,0.0
57,2013-08-22,-1.4884731261172,-1.4884731261172,-1.5312674500226708,-1.5811683703018116,-1.613933613450138,0.8090362088501495,0.2417378760874271,0.1996200256980955,0.5586420893669128
58,2013-08-23,-1.413206703661017,-1.413206703661017,-1.4556098788324037,-1.4706956175862191,-1.490284830396969,1.3403898650111,0.3238792717456817,0.0847866237163543,0.5913341045379639
59,2013-08-26,-1.3754147140134387,-1.3754147140134387,-1.2876561873092915,-1.3861499179020846,-1.3607557833707933,3.893067792911999,0.6652404675260186,0.0397700881585478,0.2949894294142723
60,2013-08-27,-1.3311123548652821,-1.3311123548652821,-1.3535818913148283,-1.3748772961652986,-1.406051367632394,2.3931037766614547,0.0303022898733615,0.054187748581171,0.9155099391937256
61,2013-08-28,-1.3400044006581586,-1.3400044006581586,-1.3112009693260718,-1.3378381882405062,-1.2986135520269235,1.7510732080631324,0.7253731489181519,0.0199583116918802,0.2546685934066772
62,2013-08-29,-1.3461972133197644,-1.3461972133197644,-1.3700632611807568,-1.3497551506675782,-1.3755364716407086,0.5463914693825185,0.0,0.0,0.0
63,2013-08-30,-1.2995129507284946,-1.2995129507284946,-1.34714607356146,-1.326404308554775,-1.341366190397012,0.9080617245954687,0.3215903341770172,0.0149079589173197,0.6635016798973083
64,2013-09-03,-1.3004658483962288,-1.3004658483962288,-1.2766684577041232,-1.2871108145037247,-1.229637309904961,1.1426113808115035,0.7367699146270752,0.0132865542545914,0.2499435171484947
65,2013-09-04,-1.2737890295651542,-1.2737890295651542,-1.3093175125081502,-1.3006382831037648,-1.287329556453607,1.009653727331435,0.0,0.0,0.0
66,2013-09-05,-1.2847456491129852,-1.2847456491129852,-1.3112009693260718,-1.2573184084360443,-1.2820847447619401,-0.0783550585088797,0.0,0.0,0.0
67,2013-09-06,-1.3317474685432285,-1.3317474685432285,-1.3394550670131247,-1.3072406442705908,-1.3064013096101033,0.36099117465108704,0.0663400515913963,0.0181608814746141,0.9154990315437316
68,2013-09-09,-1.4313088063873731,-1.4313088063873731,-1.4210771426686324,-1.4141707902163485,-1.3930187983575475,1.6612234511162327,0.0,0.0,0.0
69,2013-09-10,-1.3412748551648659,-1.3412748551648659,-1.3739873540932495,-1.380030409108101,-1.419560469279938,0.44005260132756785,0.9306814670562744,0.011025202460587,0.0582932718098163
70,2013-09-11,-1.386530111980757,-1.386530111980757,-1.367708940158355,-1.3558744290930629,-1.340730510762442,-0.27204533334284353,0.0,0.0,0.0
71,2013-09-12,-1.3641407647774488,-1.3641407647774488,-1.3856029026377241,-1.3819627400734655,-1.3790329369840768,-0.19766263516258656,0.8457116782665253,0.0124245211482048,0.1418638881295919
72,2013-09-13,-1.3544543725855096,-1.3544543725855096,-1.3917245863796148,-1.3553913463517218,-1.3985816772197313,-0.37000337219824764,0.7451809644699097,0.0085952933877706,0.2462238222360611
73,2013-09-16,-1.3379402812048338,-1.3379402812048338,-1.321403700715282,-1.2959677921653068,-1.3154604264624234,0.12369333325037714,0.0,0.0,0.0
74,2013-09-17,-1.3434979801884923,-1.3434979801884923,-1.3595466203218924,-1.3360666544870907,-1.3618684500845226,-0.34826772573763515,0.1894733011722564,0.0089952033013105,0.8015315532684326
75,2013-09-18,-1.3436567586079795,-1.3436567586079795,-1.3747723523092066,-1.3225394162555486,-1.3302411147323387,-0.3612591466106449,0.1109654679894447,0.0129126943647861,0.8761218190193176
76,2013-09-19,-1.1578726059106348,-1.1578726059106348,-1.1704024678044016,-1.2439521977849493,-1.2709594417440353,1.9451495915594061,0.6799876689910889,0.0087800109758973,0.3112323582172394
77,2013-09-20,-1.0710144502286738,-1.0710144502286738,-1.0862684427661948,-1.0912869938332637,-1.142224994261073,1.4470921294541066,0.9426023960113524,0.0151227638125419,0.0422748327255249
78,2013-09-23,-1.1072184285305713,-1.1072184285305713,-1.0917625321106028,-1.1146378359460665,-1.0535413193480436,0.25962629465765596,0.0,0.0,0.0
79,2013-09-24,-1.087846325599138,-1.087846325599138,-1.0999246274052412,-1.1059416554964332,-1.13841068910042,-0.17190691615910214,0.0,0.0,0.0
80,2013-09-25,-1.0416383982663275,-1.0416383982663275,-1.0788911211456902,-1.0600455699100588,-1.0681630877093162,0.2776371281406922,0.0,0.0,0.0
81,2013-09-26,-0.9876496469262315,-0.9876496469262315,-1.0258366035632422,-0.97775448672068,-1.0182585987438495,-0.09445806095462084,0.0,0.0,0.0
82,2013-09-27,-0.9517629983124926,-0.9517629983124926,-1.0007220496563711,-0.9645490732815338,-1.0052262568222337,-0.25298973524414564,0.1479555517435073,0.0084333457052707,0.8436111509799957
83,2013-09-30,-0.9125422300403505,-0.9125422300403505,-0.9501788078311517,-0.9392661305718646,-0.981704291517283,0.4302636111243035,0.0,0.0,0.0
84,2013-10-01,-0.9184172587121676,-0.9184172587121676,-0.9544170347551216,-0.9333076493583281,-0.9028743329997876,0.16480254964923674,0.0,0.0,0.0
85,2013-10-02,-1.1097593375439856,-1.1097593375439856,-0.9920888656154283,-1.1421756255189908,-0.9882204624780908,3.121827096085438,0.0095729418098926,0.961750626564026,0.0286764465272426
86,2013-10-03,-1.2310746817626774,-1.2310746817626774,-1.1826458352881837,-1.2613445586842165,-1.2034137061530872,3.8125300684090395,0.0224170004948973,0.599789189795653,0.3777938180913527
87,2013-10-04,-1.1092827751347112,-1.1092827751347112,-1.1592577834644064,-1.1864612049323966,-1.1819579270137213,1.6770084817224247,0.041172657161951,0.5453906059265137,0.4134367704391479
88,2013-10-07,-1.0760955868030588,-1.0760955868030588,-1.0721416184644919,-1.0639104622092854,-1.085645641779387,1.0119022424825328,0.0,0.0,0.0
89,2013-10-08,-1.2085263289890684,-1.2085263289890684,-1.0846988954179273,-1.1774431996903671,-1.0548129059704154,1.5278342644253475,0.0,0.0,0.0
90,2013-10-09,-1.3030065302588285,-1.3030065302588285,-1.2564197251187057,-1.3660198577667195,-1.2084993705828804,1.8819867568603847,0.0,0.0,0.0
91,2013-10-10,-1.2371084888539818,-1.2371084888539818,-1.2444902671045772,-1.2341288242721862,-1.234564281779343,0.42099700322886996,0.0,0.0,0.0
92,2013-10-11,-1.1454869805874242,-1.1454869805874242,-1.188924249223078,-1.2098120470451998,-1.2399677860264215,0.29090109630474414,0.0,0.0,0.0
93,2013-10-14,-1.1292904460457214,-1.1292904460457214,-1.1385381866745092,-1.162305455285857,-1.2042083056963002,0.1679141312219681,0.0,0.0,0.0
94,2013-10-15,-1.0622809557044688,-1.0622809557044688,-1.0398064731301182,-1.0168869531912834,-1.0408268172437132,0.8967282997429655,0.0,0.0,0.0
95,2013-10-16,-1.0683149899465876,-1.0683149899465876,-1.0631945249538954,-1.0344403416709975,-1.0468662284785928,0.2668942224187803,0.9150002598762512,0.0182246174663305,0.0667751505970954
96,2013-10-17,-1.0803828312800108,-1.0803828312800108,-1.1024361277042931,-1.0521545273626598,-1.0684809275266014,-0.07388074048093753,0.2051946995779872,0.3749552983790636,0.4198500663042068
97,2013-10-18,-1.0708554446583725,-1.0708554446583725,-1.0842280312134471,-1.0275154646062814,-1.0587861310397109,-0.2497191677516397,0.0,0.0,0.0
98,2013-10-21,-1.2423486309986678,-1.2423486309986678,-1.1245683171076324,-1.2130328290226389,-1.0726130725045395,1.0224634500104166,0.0,0.0,0.0
99,2013-10-22,-1.259180506369132,-1.259180506369132,-1.212626210516508,-1.2917808447051857,-1.275727493709775,0.9894398032458079,0.012928832322359,0.9540417790412904,0.0330293998122215
100,2013-10-23,-1.3709684639661857,-1.3709684639661857,-1.3063349234627948,-1.3877601937065547,-1.3009975780097933,1.4286270504860001,0.0966839380562305,0.0339449495077133,0.8693711757659912
101,2013-10-24,-1.2336153636252776,-1.2336153636252776,-1.264111180750688,-1.3446018073562773,-1.363139809353663,0.8620239446835968,0.1111053377389907,0.0129145537503063,0.8759801089763641
102,2013-10-25,-1.2890328935899376,-1.2890328935899376,-1.264111180750688,-1.2806692505488475,-1.2167638878919877,0.12837206174660093,0.099687859416008,0.1007861644029617,0.799526035785675
103,2013-10-28,-1.3970101691193142,-1.3970101691193142,-1.3268975655178659,-1.3547474663984318,-1.2808133854927994,0.1842896809587514,0.0,0.0,0.0
104,2013-10-29,-1.3714447992246452,-1.3714447992246452,-1.4061655446927956,-1.502903437360605,-1.3987403697751422,1.608349276654053,0.0,0.0,0.0
105,2013-10-30,-1.4548096025270871,-1.4548096025270871,-1.3711619443245442,-1.4196459583200456,-1.3690203006799007,0.31150112905268096,0.0,0.0,0.0
106,2013-10-31,-1.4433766477207959,-1.4433766477207959,-1.4534122880030051,-1.4980721492101978,-1.5114227697190494,0.5231795250954275,0.8754220306873322,0.0125001622363924,0.11207777261734
107,2013-11-01,-1.4079667886671452,-1.4079667886671452,-1.3991019080001201,-1.383573246246434,-1.3949260646144896,0.03413883586877308,0.0073360716924071,0.9755210280418396,0.0171428453177213
108,2013-11-04,-1.201063288971571,-1.201063288971571,-1.2501410866419884,-1.3222173610946546,-1.363139809353663,1.3832025019789729,0.0,0.0,0.0
109,2013-11-05,-1.175498373378531,-1.175498373378531,-1.1553336905519143,-1.2072353753895497,-1.1247426675442336,3.5060506396321274,0.3226195685565471,0.1470234792989989,0.5303569299479326
110,2013-11-06,-1.5827943218166582,-1.5827943218166582,-1.4802535685347948,-1.6099943805183115,-1.5250907912752354,5.460350990049958,0.0205199768145879,0.9390129446983336,0.0404670884211858
111,2013-11-07,-1.763656116359105,-1.763656116359105,-1.7169583738321492,-1.7505815944624779,-1.693876011328132,3.4646234513937184,0.0279665570706129,0.8316699862480164,0.1403633803129196
112,2013-11-08,-1.7925558330629918,-1.7925558330629918,-1.796226353007079,-1.8359326624173467,-1.8164121276675718,3.5085035652515066,0.0151947317644953,0.8993622660636902,0.0854429528117179
113,2013-11-11,-1.6853726767818629,-1.6853726767818629,-1.720568557274989,-1.7589557197512176,-1.7445753271900433,1.5824345717307942,0.0093546044081449,0.9449383616447448,0.0457070134580135
114,2013-11-12,-1.7949375093552906,-1.7949375093552906,-1.73187019634981,-1.7737714089948338,-1.6859295611895408,1.8067409922584943,0.0398435774259269,0.5837027505040169,0.3764536809176206
115,2013-11-13,-1.780646542998241,-1.780646542998241,-1.7684433440663292,-1.7711949677076821,-1.747118273081555,1.2782490826534867,0.0247503407299518,0.0568675324320793,0.9183821082115172
116,2013-11-14,-1.7981135320466513,-1.7981135320466513,-1.7993656722454379,-1.8071064218323485,-1.7776329417200099,1.174999083897014,0.0,0.0,0.0
117,2013-11-15,-1.8322533908952234,-1.8322533908952234,-1.8378222767798784,-1.803241529533122,-1.8105318636945655,0.6518218464673285,0.0098073072731494,0.9357110261917114,0.0544816777110099
118,2013-11-18,-2.052494959280114,-2.052494959280114,-1.8770638795302763,-2.0406134607493898,-1.8356430280859415,3.658472712147457,0.0195077192038297,0.91726154088974,0.063230775296688
119,2013-11-19,-1.9808806676229362,-1.9808806676229362,-1.9783068688318945,-2.04689399712382,-2.087390351634272,2.9039709614457356,0.0,0.0,0.0
120,2013-11-20,-2.0599579992976116,-2.0599579992976116,-2.0026366490646317,-2.0494706687794704,-1.9817011097303319,1.548820405835594,0.1933551141992211,0.1080129854381084,0.6986319124698639
121,2013-11-21,-2.0442378000143684,-2.0442378000143684,-2.044389752114082,-2.030306774126788,-2.03239997088578,1.1068849734107267,0.0,0.0,0.0
122,2013-11-22,-2.0556707548206594,-2.0556707548206594,-2.0764107634369777,-2.0676680523967232,-2.0532200703905756,0.9235742079106185,0.0,0.0,0.0
123,2013-11-25,-2.064245470925378,-2.064245470925378,-2.0279083822481536,-2.029501636224553,-2.0068120467684767,0.7351986052519769,0.0,0.0,0.0
124,2013-11-26,-2.0696443914895504,-2.0696443914895504,-2.0768818521832815,-2.0971382881192606,-2.088184951177485,1.5569741122926053,0.8753551244735718,0.0139148226007819,0.1107300743460655
125,2013-11-27,-1.9673833662125049,-1.9673833662125049,-2.0104850594314407,-2.042062824157662,-2.0575113626303874,1.2122245013985227,0.0,0.0,0.0
126,2013-11-29,-1.9619846727991472,-1.9619846727991472,-1.9533492696598502,-1.9219276103255052,-1.92305534372983,0.6100312618408635,0.0,0.0,0.0
127,2013-12-02,-2.0113683956725033,-2.0113683956725033,-1.9853705055245698,-1.9710444778893181,-1.97740981749052,0.1637350727593216,0.101827235892415,0.2013694308698177,0.6968033015727997
128,2013-12-03,-1.6853726767818629,-1.6853726767818629,-1.7281028336303201,-1.8476883668954733,-1.8768062400163732,4.23631839370535,0.0472922474145889,0.4192062020301819,0.5335015282034874
129,2013-12-04,-1.776676855360262,-1.776676855360262,-1.736108198731956,-1.7584726370098764,-1.6918100525157784,1.3894029528501821,0.5993552207946777,0.0497350357472896,0.3509097397327423
130,2013-12-05,-1.7523821671231152,-1.7523821671231152,-1.7530604328023647,-1.720306336021955,-1.7580844288375863,0.5128681525843324,0.0,0.0,0.0
131,2013-12-06,-1.8019244412651432,-1.8019244412651432,-1.7665596627065845,-1.7718388476609717,-1.7364697297895784,0.19971131517688712,0.0,0.0,0.0
132,2013-12-09,-1.7345976212357321,-1.7345976212357321,-1.7789599849251931,-1.8054961460278784,-1.8081478377116957,0.46133400230311006,0.1248802840709686,0.0196907427161932,0.85542893409729
133,2013-12-10,-1.725229013033581,-1.725229013033581,-1.7135051451241368,-1.7145088823888657,-1.759673627924012,0.8444219321371237,0.0635589286684989,0.0211557336151599,0.9152852892875672
134,2013-12-11,-1.7655614573929441,-1.7655614573929441,-1.7577695239308149,-1.7204675939709002,-1.7305892384633403,0.024417982488269267,0.880713164806366,0.0069274073466658,0.1123594865202903
135,2013-12-12,-1.6413878744726793,-1.6413878744726793,-1.6763041784683104,-1.7359271631678068,-1.7652365067861953,0.8488735378908123,0.0,0.0,0.0
136,2013-12-13,-1.6385296357711066,-1.6385296357711066,-1.6204242511171576,-1.594373783740958,-1.6325286068807061,0.808922647478882,0.0,0.0,0.0
137,2013-12-16,-1.633924607304367,-1.633924607304367,-1.6419283970393657,-1.6140205307664834,-1.625694368749382,-0.08062628593423106,0.0,0.0,0.0
138,2013-12-17,-1.5621517643785179,-1.5621517643785179,-1.5760026930338291,-1.6104774632596524,-1.639998297293369,0.7869144537272273,0.0,0.0,0.0
139,2013-12-18,-1.6332897207772352,-1.6332897207772352,-1.5717646906516825,-1.6164361748416871,-1.5659363907416137,1.0337741625886665,0.9492146968841552,0.0164358988404274,0.0343493968248367
140,2013-12-19,-1.7485710307538085,-1.7485710307538085,-1.6957679128377707,-1.7267481303453307,-1.6508057604939892,1.2968050107186073,0.0956097841262817,0.0640076696872711,0.8403825759887695
141,2013-12-20,-1.708556143233418,-1.708556143233418,-1.737364061152394,-1.6868100652354956,-1.7353570630758492,0.08683131213692459,0.0558203738182783,0.4227265864610672,0.5214530751109123
142,2013-12-23,-1.703633557927705,-1.703633557927705,-1.7076973708518994,-1.6703841001874085,-1.6833866152980286,-0.37356919925604926,0.9104409217834472,0.0144492397084832,0.075109839439392
143,2013-12-24,-1.57882463417868,-1.57882463417868,-1.5706660075078955,-1.5541138938387273,-1.6015369511630926,0.6612020157340296,0.0,0.0,0.0
144,2013-12-26,-1.5138794904415676,-1.5138794904415676,-1.523105354728032,-1.482129266903452,-1.5214354060232247,0.022532863725227642,0.0,0.0,0.0
145,2013-12-27,-1.5834294354946046,-1.5834294354946046,-1.562346732936606,-1.5383320391124287,-1.517303261045287,-0.35660313038867464,0.0,0.0,0.0
146,2013-12-30,-1.562469094066676,-1.562469094066676,-1.5731772832651236,-1.5391371770146638,-1.583736557275737,-0.582067876903304,0.5035361051559448,0.026718471199274,0.4697454571723938
147,2013-12-31,-1.5943858278916219,-1.5943858278916219,-1.5984490164486453,-1.572794245013072,-1.5646648041192415,-0.6286507513972603,0.0,0.0,0.0
148,2014-01-02,-1.5996259700363078,-1.5996259700363078,-1.6097506555234673,-1.6067735985408729,-1.6047155766891752,-0.1912123492745887,0.0,0.0,0.0
149,2014-01-03,-1.6082006861410263,-1.6082006861410263,-1.6143025673752665,-1.5737606408642526,-1.6015369511630926,-0.5303974529765606,0.0,0.0,0.0
150,2014-01-06,-1.648850914490177,-1.648850914490177,-1.6423994857856696,-1.62786982415892,-1.6015369511630926,-0.3791109941739066,0.0,0.0,0.0
151,2014-01-07,-1.611376708832387,-1.611376708832387,-1.6423994857856696,-1.6277087965784731,-1.6393626176587988,-0.453380130982896,0.0,0.0,0.0
152,2014-01-08,-1.58088898078282,-1.58088898078282,-1.590600606081836,-1.571184199577101,-1.619814104776376,-0.19693584238647413,0.0,0.0,0.0
153,2014-01-09,-1.64043520395576,-1.64043520395576,-1.5948386084639823,-1.6019425407589645,-1.5618040184104445,-0.37436412885492226,0.0,0.0,0.0
154,2014-01-10,-1.6691759150893453,-1.6691759150893453,-1.6659442678024499,-1.6760207566085492,-1.6260124359198984,0.09443992401185165,0.5760771036148071,0.3840098679065704,0.0399130284786224
155,2014-01-13,-1.7704840426986568,-1.7704840426986568,-1.6957679128377707,-1.7473610428535378,-1.6686059270281133,-0.16220877505285186,0.0,0.0,0.0
156,2014-01-14,-1.422257755024195,-1.422257755024195,-1.4603187454190305,-1.7658805968159341,-1.752521777328634,4.673438823988472,0.0624712295830249,0.309107789148887,0.6284210085868835
157,2014-01-15,-1.3768437197888181,-1.3768437197888181,-1.299742375516423,-1.3563575118344038,-1.3083085758670454,3.051464470448053,0.0,0.0,0.0
158,2014-01-16,-1.2682315577323098,-1.2682315577323098,-1.292365053895918,-1.351526454052495,-1.4028727421063114,1.1195129978956802,0.0,0.0,0.0
159,2014-01-17,-1.2834754217570932,-1.2834754217570932,-1.2845166435291089,-1.2621496965864514,-1.280654465584157,0.49419866314794425,0.0,0.0,0.0
160,2014-01-21,-1.1775622656810418,-1.1775622656810418,-1.2203176661484905,-1.21609258341963,-1.2639665110572997,0.6142330325777635,0.0,0.0,0.0
161,2014-01-22,-1.147709878460236,-1.147709878460236,-1.1727570133686267,-1.1524818514045958,-1.1595486284225,-0.001746557451778381,0.0,0.0,0.0
